topology,activation,baseline,objective,n_pairs,cliffs_delta_gp_favorable,median_paired_diff_gp_minus_base,ci95_lo,ci95_hi,wilcoxon_two_sided_p
deep_narrow,rectification,Xavier_Glorot,loss,125,0.012864,-0.004357099533081055,-0.012077003717422485,0.00403866171836853,0.29901557211804763
deep_narrow,rectification,He_Kaiming,acc,125,0.030784,0.0025510191917419434,-0.0009089112281799316,0.006315827369689941,0.13132882688852382
deep_narrow,rectification,He_Kaiming,loss,125,0.029504,-0.010823726654052734,-0.03838217258453369,0.0007493197917938232,0.06769908054515178
deep_narrow,rectification,LeCun,acc,125,0.016384,-0.002499997615814209,-0.006602883338928223,0.006944477558135986,0.41762849585853756
deep_narrow,rectification,LeCun,loss,125,0.010304,0.0012360811233520508,-0.019333094358444214,0.014143258333206177,0.6370390552920714
deep_narrow,rectification,Orthogonal,acc,125,-0.000128,0.0,-0.003268003463745117,0.004185676574707031,0.9165768629955164
deep_narrow,rectification,Orthogonal,loss,125,-0.00992,-0.005519285798072815,-0.016827821731567383,0.0062825679779052734,0.5852304820799695
deep_narrow,rectification,FAVI,acc,125,0.014528,0.0,-0.0024999380111694336,0.0019408464431762695,0.5320654167937342
deep_narrow,rectification,FAVI,loss,125,0.011328,0.0010660886764526367,-0.005493314005434512,0.009570654481649399,0.7646595999488295
deep_narrow,rectification,Laor,acc,125,0.088704,0.011442422866821289,0.007088720798492432,0.019253849983215332,1.5465290067146254e-07
deep_narrow,rectification,Laor,loss,125,0.016832,-0.01100623607635498,-0.03229808807373047,0.0042008161544799805,0.6600735493807144
deep_narrow,smooth,Xavier_Glorot,acc,125,-0.02624,-0.0033702850341796875,-0.009502887725830078,-5.960464477539063e-08,0.025836377102226197
deep_narrow,smooth,Xavier_Glorot,loss,125,-0.041536,0.004882395267486572,-0.0019360780715942383,0.023252487182617188,0.29787058125224386
deep_narrow,smooth,He_Kaiming,acc,125,0.005248,0.0,-0.007386326789855957,0.011904716491699219,0.7714234026341547
deep_narrow,smooth,He_Kaiming,loss,125,0.061376,-0.036193132400512695,-0.05692410469055176,-0.015448957681655884,0.008168378111163995
deep_narrow,smooth,LeCun,acc,125,-0.032448,-0.005952417850494385,-0.00999993085861206,-0.0012285113334655762,0.02914471301092639
deep_narrow,smooth,LeCun,loss,125,-0.035136,0.002902895212173462,-0.006630390882492065,0.012349843978881836,0.5403480426356616
deep_narrow,smooth,Orthogonal,acc,125,-0.008064,0.0,-0.005315423011779785,0.0033832788467407227,0.41786564613997057
deep_narrow,smooth,Orthogonal,loss,125,-0.023104,-0.00010839104652404785,-0.017759591341018677,0.010604500770568848,0.41828440038250025
deep_narrow,smooth,FAVI,acc,125,0.003968,0.0012507438659667969,-1.7881393432617188e-07,0.007499992847442627,0.39170111648244776
deep_narrow,smooth,FAVI,loss,125,-0.003392,-0.0005476325750350952,-0.01259806752204895,0.008335620164871216,0.8408468708452113
deep_narrow,smooth,Laor,acc,125,0.068992,0.014285743236541748,0.004999876022338867,0.028769850730895996,5.8554235927891964e-05
deep_narrow,smooth,Laor,loss,125,0.048832,-0.018522977828979492,-0.05522017180919647,0.022326648235321045,0.6405607936423909
deep_narrow,squashing,Xavier_Glorot,acc,125,-0.016448,-0.003672003746032715,-0.00999993085861206,-1.1920928955078125e-07,0.047132280628634046
deep_narrow,squashing,Xavier_Glorot,loss,125,0.01184,-0.009044826030731201,-0.013356059789657593,0.00010019540786743164,0.057635700358424836
deep_narrow,squashing,He_Kaiming,acc,125,0.001664,0.0,-0.006424605846405029,0.0020706653594970703,0.7104479292948616
deep_narrow,squashing,He_Kaiming,loss,125,0.08352,-0.03366124629974365,-0.04542943835258484,-0.019755572080612183,2.0669851078382036e-06
deep_narrow,squashing,LeCun,acc,125,-0.006144,0.0,-0.004982292652130127,0.0034722089767456055,0.4602103240477011
deep_narrow,squashing,LeCun,loss,125,0.028224,-0.00737076997756958,-0.02065718173980713,-0.0018940759822726474,0.005809033982514663
deep_narrow,squashing,Orthogonal,acc,125,-0.038784,-0.007499992847442627,-0.013682067394256592,-0.001190483570098877,9.4731836089173e-05
deep_narrow,squashing,Orthogonal,loss,125,0.032832,-0.00943678617477417,-0.018616676330566406,-0.003198343515396119,0.014766348009504009
deep_narrow,squashing,FAVI,acc,125,0.006528,0.00020116567611694336,0.0,0.005000054836273193,0.43163188387203577
deep_narrow,squashing,FAVI,loss,125,0.000704,3.4570693969726562e-06,-0.007116064429283142,0.005529777705669343,0.5338481773193007
deep_narrow,squashing,Laor,acc,125,0.104896,0.017272770404815674,0.01207733154296875,0.02571052312850952,1.3138195405841203e-08
deep_narrow,squashing,Laor,loss,125,0.17824,-0.07021823525428772,-0.09720271825790405,-0.04544079303741455,6.913964668274413e-13
funnel,aggregation,Xavier_Glorot,acc,125,-0.084032,-0.010679066181182861,-0.016596972942352295,-0.007499992847442627,8.649316223404397e-07
funnel,aggregation,Xavier_Glorot,loss,125,-0.021312,-0.002586662769317627,-0.031117737293243408,0.010837078094482422,0.17497389656291518
funnel,aggregation,He_Kaiming,acc,125,-0.097408,-0.01541900634765625,-0.024544060230255127,-0.008439451456069946,3.4866997989897824e-09
funnel,aggregation,He_Kaiming,loss,125,0.080704,-0.05363231897354126,-0.08818453550338745,-0.03275018930435181,2.0543153857332693e-05
funnel,aggregation,LeCun,acc,125,-0.095488,-0.01750004291534424,-0.023122549057006836,-0.010416626930236816,4.3423197556957175e-08
funnel,aggregation,LeCun,loss,125,0.034496,-0.03236496448516846,-0.05407154560089111,-0.0069296956062316895,0.0020114459246334516
funnel,aggregation,Orthogonal,acc,125,-0.06816,-0.010379493236541748,-0.015151619911193848,-0.0030313730239868164,3.9043097462436815e-05
funnel,aggregation,Orthogonal,loss,125,-0.01312,-0.0020557641983032227,-0.018144503235816956,0.0056795477867126465,0.1429736429108573
funnel,aggregation,FAVI,acc,125,-0.04416,-0.005544781684875488,-0.013888895511627197,-0.0015301704406738281,0.0010178890361113478
funnel,aggregation,FAVI,loss,125,0.046144,-0.014701753854751587,-0.032715678215026855,0.00012877583503723145,0.0011898556863120706
funnel,aggregation,Laor,acc,125,0.028224,0.0029761791229248047,-0.0023494362831115723,0.014084458351135254,0.09202927567238892
funnel,aggregation,Laor,loss,125,0.258752,-0.07164844870567322,-0.12597593665122986,-0.038852073252201094,7.507925549758416e-09
funnel,linear,Xavier_Glorot,acc,125,-0.044288,-0.019854724407196045,-0.02818167209625244,-0.010714292526245117,6.372388961374712e-05
funnel,linear,Xavier_Glorot,loss,125,-1.0,240.5146001279354,202.37665238976479,355.69098621606827,2.9643799464905646e-22
funnel,linear,He_Kaiming,acc,125,-0.027392,-0.011534810066223145,-0.021818161010742188,-0.0032365918159484863,0.002022636822055949
funnel,linear,He_Kaiming,loss,125,-1.0,240.47683808207512,202.35330507159233,355.66973251104355,2.9643799464905646e-22
funnel,linear,LeCun,acc,125,-0.035328,-0.019523680210113525,-0.029761910438537598,-0.004960298538208008,0.00016095255167332905
funnel,linear,LeCun,loss,125,-1.0,240.50761178135872,202.37569096684456,355.69225189089775,2.9643799464905646e-22
funnel,linear,Orthogonal,acc,125,-0.03264,-0.015515238046646118,-0.02846851944923401,-0.005879700183868408,0.0005958470575193479
funnel,linear,Orthogonal,loss,125,-1.0,240.515560567379,202.37813386321068,355.6536583006382,2.9643799464905646e-22
funnel,linear,FAVI,acc,125,-0.022912,-0.01818162202835083,-0.02818167209625244,-0.005237996578216553,0.002790459564878393
funnel,linear,FAVI,loss,125,-1.0,240.5144008398056,202.38105350732803,355.6930276453495,2.9643799464905646e-22
funnel,linear,Laor,acc,125,0.065728,0.0025000572204589844,-0.0014619827270507812,0.01547616720199585,0.06278541071420514
