feature,mean,std
n_d_ratio,197.4536126003497,241.11948526613546
feat_kurtosis,80.00664763239487,139.63003715929798
iqr_dev,22746.465853239457,97498.19431872254
pc_eigen,12779639361.373625,52854468826.66948
target_entropy,1.1050277830059254,0.707926526892608
hopkins,0.8744729157636957,0.2599300810527293
silhouette,0.44659204050146456,0.2864913680476395
davies_bouldin,1.344852395015525,1.5059397252323303
